id	geneSymbol	geneCoordinate
ENSG00000213523	SRA1	chr5:139916725-139938095
ENSG00000213563	C8orf82	chr8:145750917-145754716
ENSG00000213585	VDAC1	chr5:133307406-133341024
ENSG00000213593	TMX2	chr11:57479872-57508645
ENSG00000213639	PPP1CB	chr2:28974306-29026006
ENSG00000213689	TREX1	chr3:48506245-48509244
ENSG00000213713	PIGCP1	chr11:33096912-33098206
ENSG00000213719	CLIC1	chr6:31698158-31707740
ENSG00000213742	ZNF337-AS1	chr20:25604481-25658910
ENSG00000213839	RP11-3J10.4	chr9:37885480-37886587
ENSG00000213859	KCTD11	chr17:7255008-7258458
ENSG00000213862	CTD-2270N23.1	chr15:48022141-48023332
ENSG00000213891	RPL3P6	chr5:60686295-60687898
ENSG00000213918	DNASE1	chr16:3661529-3730344
ENSG00000213949	ITGA1	chr5:52083530-52255240
ENSG00000213983	AP1G2	chr14:24028574-24037479
ENSG00000214013	GANC	chr15:42565231-42646064
ENSG00000214021	TTLL3	chr3:9849570-9897022
ENSG00000214063	TSPAN4	chr11:842608-867316
ENSG00000214076	CPSF1P1	chr22:32665168-32669297
ENSG00000214114	MYCBP	chr1:39328436-39347489
ENSG00000214140	PRCD	chr17:74523468-74549860
ENSG00000214193	SH3D21	chr1:36771788-36790684
ENSG00000214280	RP11-553K23.2	chr3:139301570-139302635
ENSG00000214293	RSBN1L-AS1	chr7:77286777-77325782
ENSG00000214300	SPDYE3	chr7:99905125-99920019
ENSG00000214353	VAC14-AS1	chr16:70788801-70807354
ENSG00000214413	BBIP1	chr10:112658288-112679232
ENSG00000214455	RCN1P2	chr13:45964286-45965602
ENSG00000214562	NUTM2D	chr10:89117225-89130652
ENSG00000214595	EML6	chr2:54950436-55199357
ENSG00000214650	RP11-83B20.1	chr12:124997568-124999559
ENSG00000214655	ZSWIM8	chr10:75545140-75561751
ENSG00000214659	KRT8P26	chr11:65494210-65495885
ENSG00000214756	METTL12	chr11:62432581-62436168
ENSG00000214783	POLR2J4	chr7:43980294-44058974
ENSG00000214820	MPRIPP1	chr3:44621230-44622718
ENSG00000214851	LINC00612	chr12:9207982-9217866
ENSG00000214872	SMTNL1	chr11:57308779-57318308
ENSG00000214922	HLA-F-AS1	chr6:29694178-29717026
ENSG00000214941	ZSWIM7	chr17:15879674-15903231
ENSG00000215066	C9orf38	chr9:6467418-6470575
ENSG00000215068	AC025171.1	chr5:43041477-43045692
ENSG00000215105	TTC3P1	chrX:74960341-74966949
ENSG00000215156	RP11-1023L17.2	chr5:34189961-34193958
ENSG00000215193	PEX26	chr22:18560489-18614105
ENSG00000215196	AC091878.1	chr5:17129937-17217356
ENSG00000215208	KRT18P60	chr12:65812311-65814007
ENSG00000215217	C5orf49	chr5:7830291-7851803
ENSG00000215270	LA16c-60H5.7	chr22:16122520-16123968
ENSG00000215301	DDX3X	chrX:41192451-41223925
ENSG00000215325	ASS1P10	chr5:144608174-144609817
ENSG00000215375	MYL5	chr4:667169-676022
ENSG00000215414	PSMA6P1	chrY:15398318-15399458
ENSG00000215424	MCM3AP-AS1	chr21:47648931-47679504
ENSG00000215458	AP001053.11	chr21:45225439-45232648
ENSG00000215493	XXbac-B562F10.11	chr22:20804209-20806311
ENSG00000215717	TMEM167B	chr1:109632225-109639756
ENSG00000215788	TNFRSF25	chr1:6521011-6526455
ENSG00000215866	RP11-426L16.8	chr1:113362592-113393465
ENSG00000215867	KRT18P57	chr1:112190713-112192366
ENSG00000217128	FNIP1	chr5:130977207-131132910
ENSG00000217165	ANKRD18EP	chr6:39077897-39080928
ENSG00000217488	RP11-474L11.5	chr6:76320474-76321861
ENSG00000218018	RP4-800J21.3	chr20:55959016-55968318
ENSG00000218226	TATDN2P2	chr6:159030538-159042868
ENSG00000218313	RP11-393I2.2	chr6:87882886-87884221
ENSG00000218422	AC016773.1	chr4:1740878-1744030
ENSG00000218676	BRD7P4	chr6:111751263-111753184
ENSG00000218739	CEBPZ-AS1	chr2:37423431-37443536
ENSG00000219392	RP1-265C24.5	chr6:28083206-28084529
ENSG00000219410	RP4-761J14.8	chr12:6772226-6781435
ENSG00000219448	RP11-193H22.2	chr6:157997919-158003509
ENSG00000219481	NBPF1	chr1:16888614-16940257
ENSG00000219565	ZNF259P1	chr6:109103129-109108456
ENSG00000219642	BMPR1APS1	chr6:129478468-129480465
ENSG00000219665	CTD-2006C1.2	chr19:12098232-12157290
ENSG00000219881	GAPDHP42	chr6:70455563-70456943
ENSG00000219891	ZSCAN12P1	chr6:28058732-28061642
ENSG00000220008	LINGO3	chr19:2289574-2308356
ENSG00000220392	FCF1P5	chr6:111674705-111675586
ENSG00000220785	MTMR9LP	chr1:32697059-32707421
ENSG00000220884	MESTP1	chr6:129249940-129251333
ENSG00000221817	RP11-137L10.6	chr10:75255083-75280028
ENSG00000221819	C16orf3	chr16:90095116-90096509
ENSG00000221823	PPP3R1	chr2:68405789-68483569
ENSG00000221843	C2orf16	chr2:27799189-27805788
ENSG00000221869	CEBPD	chr8:48649271-48651848
ENSG00000221883	ARIH2OS	chr3:48955021-48957018
ENSG00000221909	FAM200A	chr7:99143731-99156359
ENSG00000221914	PPP2R2A	chr8:26148807-26230396
ENSG00000221937	TAS2R40	chr7:142918930-142920362
ENSG00000221949	C12orf61	chr12:62995331-62997414
ENSG00000221962	TMEM14E	chr3:152057284-152058979
ENSG00000221963	APOL6	chr22:36044242-36064656
ENSG00000221970	OR2A1	chr7:144015018-144016350
ENSG00000222018	C21orf140	chr21:35772415-35773570
ENSG00000222019	URAHP	chr16:90105969-90114381
ENSG00000222024	AC004945.1	chr7:78982526-78983908
ENSG00000222043	AC079305.10	chr2:178128887-178130443
ENSG00000222044	RP5-1039K5.16	chr22:38427972-38430435
ENSG00000222046	DCDC2B	chr1:32674495-32681997
ENSG00000222047	C10orf55	chr10:75669527-75682735
ENSG00000223380	SEC22B	chr1:145096020-145117122
ENSG00000223401	RP11-211G3.2	chr3:187461274-187463408
ENSG00000223461	AC004471.9	chr22:19108842-19112216
ENSG00000223474	AL020996.1	chr1:26145012-26147488
ENSG00000223522	AC093690.1	chr2:28530358-28533526
ENSG00000223534	HLA-DQB1-AS1	chr6:32627457-32628706
ENSG00000223642	AC008277.1	chr2:160242678-160261347
ENSG00000223650	UHRF2P1	chrX:73325207-73327993
ENSG00000223653	RP11-131L23.1	chr1:85742198-85914007
ENSG00000223697	AF230666.2	chr8:133850175-133856743
ENSG00000223705	NSUN5P1	chr7:75039405-75046266
ENSG00000223764	RP11-54O7.3	chr1:852045-856596
ENSG00000223770	MIR1255B1	chr7:81638293-81659471
ENSG00000223799	IL10RB-AS1	chr21:34635978-34638765
ENSG00000223842	RP11-135J2.3	chr1:219395390-219399039
ENSG00000223865	HLA-DPB1	chr6:33043503-33055178
ENSG00000223878	AC005517.3	chr17:15409980-15410868
ENSG00000223899	SEC13P1	chr3:33075155-33076502
ENSG00000223960	AC009948.5	chr2:179278466-179305170
ENSG00000223974	RP11-561N12.4	chr7:64011676-64012644
ENSG00000223984	HNRNPRP1	chr10:21913321-21915415
ENSG00000224032	EPB41L4A-AS1	chr5:111496023-111500173
ENSG00000224057	EGFR-AS1	chr7:55247243-55256827
ENSG00000224072	RP11-75A9.3	chrX:46313332-46316834
ENSG00000224078	SNHG14	chr15:25223530-25664809
ENSG00000224086	LL22NC03-86G7.1	chr22:22292409-22297999
ENSG00000224093	RP5-1033H22.2	chr1:94057556-94071330
ENSG00000224114	RP11-343H5.4	chr1:206868982-206869814
ENSG00000224124	POM121L10P	chr22:25040933-25055314
ENSG00000224138	AC000123.4	chr7:126989982-126991777
ENSG00000224152	AC009506.1	chr2:160471607-160473793
ENSG00000224186	C5orf66	chr5:134368770-134691944
ENSG00000224281	SLC25A5-AS1	chrX:118599797-118603261
ENSG00000224310	AC012317.1	chr16:24672543-24682583
ENSG00000224383	C17orf72	chr17:62075511-62081864
ENSG00000224401	RPL7P57	chrX:47700162-47701301
ENSG00000224414	AC010886.2	chr2:218558418-218561686
ENSG00000224431	AC063976.7	chr5:131534949-131539380
ENSG00000224490	TTC21B-AS1	chr2:166790167-166806601
ENSG00000224543	SNRPGP15	chr19:14599558-14600891
ENSG00000224570	RP11-430H12.2	chr1:66041612-66044263
ENSG00000224597	PTCHD3P1	chr10:29698131-29776874
ENSG00000224614	TNK2-AS1	chr3:195634747-195638328
ENSG00000224618	AC096921.2	chr3:30667715-30668489
ENSG00000224660	SH3BP5-AS1	chr3:15295491-15306200
ENSG00000224713	AC025165.8	chr12:58005701-58013621
ENSG00000224727	FCF1P7	chr1:243430359-243431621
ENSG00000224743	TEX26-AS1	chr13:31455870-31508183
ENSG00000224751	SHMT1P1	chr1:44315772-44317483
ENSG00000224825	RP11-171A24.3	chr9:77100267-77114243
ENSG00000224858	RPL29P11	chr3:37057811-37058705
ENSG00000224870	RP4-758J18.2	chr1:1334702-1337626
ENSG00000224888	RP5-1142A6.2	chr16:88797388-88808026
ENSG00000224973	LARGE-AS1	chr22:34120800-34147030
ENSG00000225017	AP004289.1	chr8:100358080-100360684
ENSG00000225028	RP11-330M19.1	chr1:48283538-48286109
ENSG00000225032	RP11-228B15.4	chr9:130578145-130584999
ENSG00000225140	RP11-809C18.3	chr10:674378-677395
ENSG00000225151	GOLGA2P7	chr15:84867400-84899088
ENSG00000225205	AC093818.1	chr2:173345368-173421524
ENSG00000225216	AC007362.3	chr2:206620993-206628930
ENSG00000225234	TRAPPC12-AS1	chr2:3484813-3486380
ENSG00000225282	AP000350.6	chr22:24268887-24271961
ENSG00000225313	RP11-415J8.3	chr1:33772767-33791844
ENSG00000225335	XXbac-B476C20.9	chr22:18559093-18561850
ENSG00000225400	RP11-1114A5.5	chrX:135929343-135930393
ENSG00000225422	RBMS1P1	chr12:66627659-66629214
ENSG00000225442	MPRIP-AS1	chr17:16979152-16981266
ENSG00000225470	JPX	chrX:73163959-73290443
ENSG00000225496	AC104651.2	chr2:112697679-112698813
ENSG00000225505	RP11-330C7.3	chr1:93197357-93199014
ENSG00000225507	AC069282.6	chr7:47996190-47997115
ENSG00000225526	C3orf83	chr3:12556233-12602758
ENSG00000225556	C2CD4D	chr1:151810095-151813233
ENSG00000225572	DOCK4-AS1	chr7:111448372-111462029
ENSG00000225614	ZNF469	chr16:88493679-88507365
ENSG00000225721	RP11-269F19.2	chr1:45224509-45241682
ENSG00000225731	AP001627.1	chr21:44153504-44162068
ENSG00000225733	FGD5-AS1	chr3:14961654-14990131
ENSG00000225745	PLAC4	chr21:42548049-42558915
ENSG00000225778	PROSER2-AS1	chr10:11891412-11936899
ENSG00000225855	RUSC1-AS1	chr1:155286454-155294167
ENSG00000225864	HCG4P11	chr6:29690558-29691948
ENSG00000225868	AC016582.2	chr19:38314162-38346055
ENSG00000225920	RIMKLBP2	chr1:219373056-219374109
ENSG00000225937	PCA3	chr9:79379152-79402685
ENSG00000225963	AC009950.2	chr2:230989826-231039139
ENSG00000226015	CCT8P1	chr1:146674657-146676713
ENSG00000226017	PRICKLE2-AS3	chr3:64173020-64186841
ENSG00000226026	RP11-57H12.3	chr1:95628575-95699738
ENSG00000226029	RP4-798A10.2	chr1:16787243-16795176
ENSG00000226054	MEMO1P1	chr21:37502469-37504408
ENSG00000226055	PAICSP1	chr9:37877913-37879690
ENSG00000226083	SLC39A12-AS1	chr10:18290515-18299691
ENSG00000226148	SLC25A39P1	chr1:202764958-202766422
ENSG00000226167	AP4B1-AS1	chr1:114399057-114444059
ENSG00000226205	AC007790.4	chr7:133417046-133418548
ENSG00000226252	RP1-18D14.7	chr1:47691269-47696622
ENSG00000226306	NPY6R	chr5:137136682-137146640
ENSG00000226312	CFLAR-AS1	chr2:202004807-202022746
ENSG00000226329	AC005682.6	chr7:22903293-22921169
ENSG00000226332	RP11-157P1.4	chr20:60880288-60881581
ENSG00000226334	RP11-217B7.2	chr9:107689634-107691373
ENSG00000226342	NMD3P1	chr7:63369144-63371031
ENSG00000226367	ST7-AS2	chr7:116711926-116786734
ENSG00000226413	OR8T1P	chr12:48835613-48836930
ENSG00000226416	MRPL23-AS1	chr11:2004267-2011350
ENSG00000226430	USP17L7	chr8:11989726-11992153
ENSG00000226469	ADAM1B	chr12:112364622-112367021
ENSG00000226491	FTOP1	chr2:43024165-43026052
ENSG00000226627	SHANK2-AS1	chr11:70476999-70481795
ENSG00000226647	RP11-336A10.2	chr10:5753937-5786230
ENSG00000226688	ENTPD1-AS1	chr10:97512763-97850195
ENSG00000226742	HSBP1L1	chr18:77724361-77731022
ENSG00000226746	SMCR5	chr17:17679800-17683043
ENSG00000226752	PSMD5-AS1	chr9:123586906-123616851
ENSG00000226763	SRRM5	chr19:44100569-44118849
ENSG00000226803	RP11-203B9.4	chr6:56979492-57039234
ENSG00000226899	RP11-298J20.3	chr10:126633573-126635201
ENSG00000226937	CEP164P1	chr10:45497470-45642869
ENSG00000227057	WDR46	chr6:33246685-33257504
ENSG00000227107	AC096574.5	chr2:238521420-238535368
ENSG00000227155	RP11-165F24.3	chr9:454104-492312
ENSG00000227176	AC092641.2	chr2:170933534-170935004
ENSG00000227218	RP11-203J24.8	chr9:130696582-130703431
ENSG00000227227	AC017101.10	chr2:187505866-187560214
ENSG00000227262	HCG4B	chr6:29893560-29894950
ENSG00000227268	KLLN	chr10:89618718-89623394
ENSG00000227417	RP11-397P13.6	chr1:203774549-203775591
ENSG00000227467	RP11-169D4.1	chr11:72281504-72284473
ENSG00000227471	AKR1B15	chr7:134233688-134264827
ENSG00000227512	RP11-413M3.4	chr9:139437133-139438487
ENSG00000227518	MIR1302-9	chr9:27457-31091
ENSG00000227543	SPAG5-AS1	chr17:26925608-26944593
ENSG00000227638	HNRNPA1P14	chr9:91025244-91026578
ENSG00000227692	MED28P3	chr2:187229125-187230055
ENSG00000227766	HCG4P5	chr6:29909652-29911044
ENSG00000227775	RP1-283E3.4	chr1:1655751-1668890
ENSG00000227799	AC012358.4	chr2:55451216-55453244
ENSG00000227844	RP13-143G15.3	chr6:136364790-136394165
ENSG00000227855	DPY19L2P3	chr7:29689643-29782410
ENSG00000227913	KRT8P44	chr6:162989211-162990960
ENSG00000227948	AC003989.4	chr7:111051175-111052139
ENSG00000228057	SEC63P1	chr1:98011057-98012714
ENSG00000228060	RP11-69E11.8	chr1:40030632-40039075
ENSG00000228076	RP11-475E11.2	chr1:109309263-109310406
ENSG00000228146	CASP16	chr16:3194020-3200164
ENSG00000228174	RP11-244N9.6	chr9:100274788-100280318
ENSG00000228196	PTPN2P1	chr1:178715618-178717089
ENSG00000228212	OFD1P17	chr5:37209266-37212683
ENSG00000228261	RP11-127L20.3	chr10:106082927-106086962
ENSG00000228274	RP3-508I15.9	chr22:39063390-39078025
ENSG00000228302	RP11-186N15.3	chr10:12286550-12290044
ENSG00000228313	CTD-2555K7.4	chr14:23064515-23068055
ENSG00000228318	AP001610.5	chr21:42813121-42814869
ENSG00000228343	RP11-1148L6.5	chrX:48437962-48439745
ENSG00000228363	AC015971.2	chr2:86788993-86846089
ENSG00000228411	CDY4P	chrY:14913706-14915963
ENSG00000228452	RP5-994D16.9	chr1:43241284-43242661
ENSG00000228492	RAB11FIP1P1	chrX:73422469-73424630
ENSG00000228506	RP11-98I9.4	chr6:99872598-99879449
ENSG00000228513	AC023271.1	chr2:203925837-203927326
ENSG00000228549	U1	chr1:17197240-17200787
ENSG00000228599	RPL7P52	chr22:40502129-40503270
ENSG00000228634	RP4-534N18.2	chr1:32398421-32399776
ENSG00000228643	AC079779.4	chr2:286219-301715
ENSG00000228653	HNRNPCP7	chr7:63961003-63962307
ENSG00000228663	PSMD10P1	chr20:49530068-49531148
ENSG00000228672	PROB1	chr5:138727435-138731085
ENSG00000228677	TTC3-AS1	chr21:38559767-38566427
ENSG00000228748	RP13-39P12.3	chr10:79542424-79553134
ENSG00000228804	RP11-211G3.3	chr3:187419901-187451837
ENSG00000228852	RP11-57H12.5	chr1:95708581-95729810
ENSG00000228925	AC016722.4	chr2:47126214-47136017
ENSG00000228981	RP11-364L4.1	chr4:144270228-144271470
ENSG00000228992	RPL5P32	chr15:28140650-28141928
ENSG00000229020	AKR7A2P1	chr1:113465845-113467159
ENSG00000229036	RP1-20N2.6	chr6:143805916-143828664
ENSG00000229052	RP11-386I23.1	chr1:93396053-93399855
ENSG00000229097	CALM2P2	chr10:71923241-71924080
ENSG00000229111	MED4-AS1	chr13:48651073-48654327
ENSG00000229117	RPL41	chr12:56510170-56511927
ENSG00000229127	AC007038.7	chr2:210895257-210929280
ENSG00000229151	RP11-348F1.3	chrX:51099596-51139514
ENSG00000229186	ADAM1A	chr12:112336867-112340242
ENSG00000229190	RP11-390B4.3	chr10:17737508-17742431
ENSG00000229214	LINC00242	chr6:170188686-170199121
ENSG00000229240	LINC00710	chr10:10968821-10994397
ENSG00000229273	RP11-104G3.2	chr9:41954380-41955237
ENSG00000229358	DPY19L1P1	chr7:32620361-32801599
ENSG00000229431	RP1-92O14.6	chr1:43850584-43855026
ENSG00000229456	RLIMP1	chr13:41192675-41195685
ENSG00000229502	RP11-52J3.2	chr6:158293403-158296442
ENSG00000229589	ACVR2B-AS1	chr3:38492318-38496511
ENSG00000229598	PRDX3P1	chr22:39118548-39119710
ENSG00000229619	MBNL1-AS1	chr3:151980205-151987544
ENSG00000229689	AC009237.8	chr2:96190893-96198353
ENSG00000229800	ATP8A2P2	chr13:33051211-33053178
ENSG00000229833	PET100	chr19:7694423-7697042
ENSG00000229841	RP11-361K17.2	chr1:217665117-217667825
ENSG00000229851	ARSD-AS1	chrX:2822745-2824322
ENSG00000229853	RP5-1049G16.4	chr20:46258810-46260382
ENSG00000229873	OGFR-AS1	chr20:61431779-61437139
ENSG00000229894	GK3P	chr4:166198744-166201375
ENSG00000229939	RP11-111F16.2	chrX:110861836-110862522
ENSG00000229950	TFAP2A-AS1	chr6:10409373-10416879
ENSG00000230018	RP11-481H12.1	chr10:115242175-115243072
ENSG00000230154	AC018463.4	chr2:11447951-11449267
ENSG00000230163	RP5-997D16.2	chr1:35316095-35317356
ENSG00000230224	PHBP9	chr10:102007828-102009052
ENSG00000230319	AL022476.2	chr22:43434391-43448572
ENSG00000230322	RP3-323N1.2	chr10:11210685-11213539
ENSG00000230333	AC004538.3	chr7:11221159-11560002
ENSG00000230399	RBBP8P1	chrX:117766138-117768381
ENSG00000230433	RP1-20B11.2	chr6:523971-525781
ENSG00000230521	HCG4P7	chr6:29854871-29856245
ENSG00000230568	SF3A3P1	chr20:3469976-3471852
ENSG00000230585	PHBP12	chr1:51245812-51247022
ENSG00000230590	FTX	chrX:73183590-73513609
ENSG00000230733	AC092171.4	chr7:5515235-5519642
ENSG00000230782	RP11-508N12.2	chr9:109736914-109865469
ENSG00000230799	AC007279.2	chr2:202627260-202628496
ENSG00000230826	RP11-417B4.2	chr9:126498516-126514420
ENSG00000230872	AC092338.5	chr16:22393557-22418949
ENSG00000230894	RP11-67K19.3	chr9:119330528-119348807
ENSG00000230928	RP11-34A14.3	chr10:100011580-100016532
ENSG00000230946	HNRNPA1P68	chr1:101406373-101407751
ENSG00000230970	HHATL-AS1	chr3:42743945-42748354
ENSG00000230982	DSTNP1	chr21:48073270-48074134
ENSG00000231010	RP6-109B7.2	chr22:46451420-46454240
ENSG00000231063	AC006994.1	chr2:210952750-210953988
ENSG00000231064	RP11-263K19.4	chr1:155166459-155175486
ENSG00000231074	HCG18	chr6:30254974-30295127
ENSG00000231104	RP11-354M20.3	chr10:119776798-119805521
ENSG00000231105	RP5-1071N3.1	chr1:21619583-21626467
ENSG00000231119	RP4-569M23.2	chr20:45981105-45983577
ENSG00000231160	RP11-617D20.1	chr4:38614122-38666704
ENSG00000231169	EEF1B2P1	chr15:52797186-52798260
ENSG00000231329	RP1-225E12.2	chr6:139465141-139560642
ENSG00000231340	ACTG1P10	chrX:53171814-53173295
ENSG00000231345	RP11-564C4.6	chr10:52415527-52420432
ENSG00000231360	AL592284.1	chr1:144339538-144521258
ENSG00000231389	HLA-DPA1	chr6:33032146-33048752
ENSG00000231443	AC024937.6	chr3:195663914-195665810
ENSG00000231500	RPS18	chr6:33239587-33244487
ENSG00000231609	AC009501.4	chr2:63270857-63275975
ENSG00000231616	RP11-575L7.4	chr9:86446301-86483535
ENSG00000231628	RP3-355L5.4	chr6:105726691-105729830
ENSG00000231703	RP4-669H2.1	chr20:52013999-52029648
ENSG00000231711	LINC00899	chr22:46435587-46440933
ENSG00000231721	LINC-PINT	chr7:130626319-130795135
ENSG00000231794	AC009542.2	chr7:134882953-134887308
ENSG00000231822	AC019097.7	chr2:99718281-99719415
ENSG00000231889	TRAF3IP2-AS1	chr6:111804514-111919705
ENSG00000231925	TAPBP	chr6:33267271-33282364
ENSG00000231969	AC144449.1	chr2:150443510-150704947
ENSG00000232013	AC107021.1	chr3:145782158-145784356
ENSG00000232027	RP11-275F13.3	chr1:51837742-51839096
ENSG00000232043	RP4-530I15.9	chr20:49187312-49194778
ENSG00000232112	TMA7	chr3:48481467-48485816
ENSG00000232119	MCTS1	chrX:119727665-119755129
ENSG00000232160	RAP2C-AS1	chrX:131350975-131567090
ENSG00000232237	ASCL5	chr1:201082881-201096512
ENSG00000232274	RP11-782C8.2	chr1:143118504-143211270
ENSG00000232277	AC104651.3	chr2:112709521-112710448
ENSG00000232284	GNG12-AS1	chr1:68297786-68668870
ENSG00000232374	GPR79	chr3:158558588-158560073
ENSG00000232434	C9orf172	chr9:139738667-139741997
ENSG00000232457	SLC16A6P1	chr17:62936520-62952864
ENSG00000232564	RP4-591N18.2	chr22:40917604-40922911
ENSG00000232630	PRPS1P2	chr9:127912732-127914068
ENSG00000232656	IDI2-AS1	chr10:1068406-1090338
ENSG00000232677	LINC00665	chr19:36803769-36822820
ENSG00000232684	ATP11A-AS1	chr13:113399563-113409207
ENSG00000232712	RP4-777D9.2	chr20:21134464-21199127
ENSG00000232713	AC010733.5	chr2:61165139-61165939
ENSG00000232729	AC083884.8	chr7:74103073-74143539
ENSG00000232788	AC078883.3	chr2:173328790-173330950
ENSG00000232803	RP11-93B14.5	chr20:61294171-61298276
ENSG00000232807	RP11-536K7.3	chr10:5976033-5988063
ENSG00000232811	RP11-96K19.2	chr1:111485889-111495670
ENSG00000232815	LINC00537	chr9:68413282-68414396
ENSG00000232860	SMG7-AS1	chr1:183429809-183441081
ENSG00000232888	RPS11P5	chr12:133402087-133402972
ENSG00000232913	RP11-429H9.4	chr10:95841507-95868771
ENSG00000232926	AC000078.5	chr22:19874612-19875693
ENSG00000232928	DDX3YP1	chrX:73340647-73351958
ENSG00000232934	RP11-324O2.3	chr10:114165777-114169452
ENSG00000232973	CYP1B1-AS1	chr2:38302591-38409197
ENSG00000233016	SNHG7	chr9:139615618-139622836
ENSG00000233025	CRYZP1	chr7:102728911-102730257
ENSG00000233029	RP11-439A17.9	chr1:120925434-120933200
ENSG00000233030	RP11-196G18.3	chr1:149757015-149764776
ENSG00000233056	ERVH48-1	chr21:44336713-44345956
ENSG00000233077	RP11-290F20.2	chr20:48927048-48938079
ENSG00000233110	RP11-301L8.2	chr4:186508863-186515357
ENSG00000233122	CTAGE7P	chr10:131904073-131907295
ENSG00000233175	CTD-2020K17.3	chr17:43315195-43319301
ENSG00000233178	RP11-88I18.2	chr9:71010409-71021616
ENSG00000233223	AC113189.5	chr17:7485082-7487590
ENSG00000233231	HNRNPA1P49	chr6:166747856-166749159
ENSG00000233276	GPX1	chr3:49394409-49396233
ENSG00000233295	FAM90A20P	chr8:7152336-7155746
ENSG00000233330	RP1-12G14.7	chr6:149912691-149913999
ENSG00000233334	FAM53B-AS1	chr10:126391994-126402986
ENSG00000233337	UBE2FP3	chr1:111979936-111980859
ENSG00000233355	CHRM3-AS2	chr1:239866484-239893965
ENSG00000233436	BTBD18	chr11:57510786-57519453
ENSG00000233452	STXBP5-AS1	chr6:147162837-147525950
ENSG00000233478	RP1-187B23.1	chr1:25970835-25985802
ENSG00000233559	AC016831.7	chr7:130538279-130613608
ENSG00000233578	RP5-1022P6.3	chr20:5529286-5530327
ENSG00000233693	RP11-506O24.1	chr1:164738153-164744078
ENSG00000233729	AC016909.1	chr2:133672930-133689267
ENSG00000233754	AP001628.7	chr21:44200984-44202543
ENSG00000233783	AP001442.2	chr21:27306173-27315201
ENSG00000233821	ENOX1-AS1	chr13:44117854-44122392
ENSG00000233885	YEATS2-AS1	chr3:183524045-183528771
ENSG00000233927	RPS28	chr19:8385842-8388424
ENSG00000233974	RP11-823P9.3	chr5:21481236-21484320
ENSG00000233991	AC116050.1	chr2:91777336-91809647
ENSG00000233993	RP11-379J5.5	chr20:18654839-18679553
ENSG00000234040	RP11-254B13.4	chr12:69020450-69021167
ENSG00000234072	AC074117.10	chr2:27578913-27590689
ENSG00000234136	AC055764.1	chr3:197557356-197558367
ENSG00000234193	AC097461.4	chr2:223781905-223784281
ENSG00000234197	ETV5-AS1	chr3:185796759-185798936
ENSG00000234252	AC007308.6	chr22:21077135-21080408
ENSG00000234290	AC116366.6	chr5:131804382-131808935
ENSG00000234292	RP11-213H15.1	chr5:90575714-90577159
ENSG00000234338	RP11-797H7.1	chr7:64295458-64297460
ENSG00000234361	RP11-52J3.3	chr6:158249975-158251805
ENSG00000234369	TATDN1P1	chr10:64981715-64983005
ENSG00000234432	RP11-1275H24.1	chr7:5465708-5468758
ENSG00000234456	MAGI2-AS3	chr7:79081998-79100724
ENSG00000234494	AC003665.1	chr17:45974496-46018976
ENSG00000234511	C5orf58	chr5:169659251-169679779
ENSG00000234562	TPMTP2	chr3:42186938-42188063
ENSG00000234571	RP5-998N21.4	chr1:149372092-149379846
ENSG00000234593	RP4-704D23.1	chr1:14675250-14677718
ENSG00000234636	MED14-AS1	chrX:40594452-40598150
ENSG00000234684	SDCBP2-AS1	chr20:1305849-1359578
ENSG00000234741	GAS5	chr1:173832838-173838220
ENSG00000234742	AC144530.1	chr3:197577071-197578025
ENSG00000234745	HLA-B	chr6:31321449-31325165
ENSG00000234750	CTD-2666L21.2	chr19:12394952-12396200
ENSG00000234782	TPT1P9	chr9:120844942-120845860
ENSG00000234825	XRCC6P2	chrX:149399091-149401316
ENSG00000234925	RP11-254B13.3	chr12:69036099-69036973
ENSG00000234945	AC109828.1	chr2:27558202-27565666
ENSG00000234961	RP11-124N14.3	chr10:17275124-17277032
ENSG00000235016	RP11-493K19.3	chr3:50153255-50193718
ENSG00000235020	RP11-109I13.2	chr10:18522897-18550323
ENSG00000235027	AC068580.6	chr11:1781378-1783916
ENSG00000235033	RP11-61I13.3	chr6:39849380-39868047
ENSG00000235036	RP5-1099D15.1	chr20:10593309-10595077
ENSG00000235066	AC009303.1	chr2:118752773-118770495
ENSG00000235109	ZSCAN31	chr6:28292270-28324248
ENSG00000235121	RP11-90L20.2	chr1:201692222-201706834
ENSG00000235138	RP11-374P20.4	chr9:136919212-136924127
ENSG00000235159	RP6-109B7.4	chr22:46463036-46465971
ENSG00000235213	OR6E1P	chr14:23171152-23172474
ENSG00000235241	RP11-108M9.5	chr1:17215390-17216297
ENSG00000235253	AC010240.2	chr5:132278424-132280942
ENSG00000235257	AC093415.2	chr3:37786723-37903471
ENSG00000235258	AC115115.3	chr2:113043434-113044199
ENSG00000235286	AP000925.2	chr11:111541480-111543328
ENSG00000235310	RP11-250H24.4	chr9:69500818-69502404
ENSG00000235347	RP1-37M3.8	chr22:46188098-46189716
ENSG00000235397	EPN2-AS1	chr17:19199709-19209774
ENSG00000235440	RP11-214J9.1	chr2:26323986-26325205
ENSG00000235448	RP11-3L8.3	chr9:12699900-12814544
ENSG00000235453	TOPORS-AS1	chr9:32550942-32567203
ENSG00000235513	RP4-756G23.5	chr22:41604926-41613831
ENSG00000235522	AC009505.2	chr2:106462790-106473833
